PO Number,PO Date,Product,Quantity,Due Date
8604,2022-12-27,Grapes,97,2023-03-03
8500,2022-11-09,Grapes,70,2023-01-22
2756,2022-02-09,Orange,76,2022-04-18
1920,2022-08-11,Banana,99,2022-10-15
9691,2022-09-03,Orange,50,2022-11-22
5139,2022-04-15,Grapes,97,2022-07-05
7286,2022-08-12,Apple,51,2022-11-19
6047,2022-10-13,Apple,83,2023-01-03
2828,2022-08-09,Apple,55,2022-10-19
3876,2022-12-04,Apple,64,2023-02-13
7403,2022-07-10,Banana,100,2022-08-31
4991,2022-05-26,Orange,75,2022-07-31
4748,2022-06-10,Apple,60,2022-09-05
2874,2022-10-24,Banana,93,2023-01-05
7672,2022-01-04,Grapes,74,2022-04-01
9983,2022-03-17,Banana,88,2022-06-10
8218,2022-07-11,Orange,79,2022-09-24
7380,2022-03-21,Grapes,100,2022-06-15
8085,2022-11-05,Apple,92,2022-12-26
3005,2022-03-04,Grapes,54,2022-05-26
8519,2022-01-06,Banana,98,2022-03-11
9714,2022-12-26,Apple,92,2023-03-07
1001,2022-04-08,Banana,70,2022-07-13
1003,2022-07-07,Apple,98,2022-09-11
3119,2022-04-09,Orange,78,2022-07-14
4068,2022-05-01,Grapes,65,2022-07-15
5664,2022-05-27,Banana,98,2022-08-23
8027,2022-09-13,Orange,61,2022-11-29
4076,2022-12-25,Orange,97,2023-03-05
7932,2022-06-05,Apple,56,2022-08-11
7940,2022-05-13,Orange,57,2022-08-21
4017,2022-04-23,Grapes,79,2022-07-01
1460,2022-09-01,Apple,52,2022-11-19
1574,2022-08-08,Apple,77,2022-11-06
3803,2022-05-06,Orange,99,2022-07-05
7401,2022-03-01,Apple,50,2022-05-06
6070,2022-10-28,Banana,89,2023-01-25
9129,2022-07-05,Apple,98,2022-10-13
9241,2022-08-26,Banana,51,2022-10-16
4253,2022-08-14,Apple,61,2022-10-06
9485,2022-07-14,Orange,76,2022-09-14
4859,2022-02-01,Banana,94,2022-04-18
9912,2022-03-11,Apple,58,2022-05-19
2171,2022-11-06,Banana,58,2023-01-12
7820,2022-08-16,Banana,92,2022-10-18
3933,2022-11-04,Orange,65,2023-01-28
7304,2022-07-13,Grapes,52,2022-10-11
2880,2022-06-02,Orange,77,2022-08-14
1844,2022-03-28,Grapes,78,2022-07-04
5091,2022-02-03,Apple,51,2022-04-23
3102,2022-11-21,Grapes,58,2023-01-14
5694,2022-09-15,Banana,76,2022-11-08
8039,2022-03-06,Banana,91,2022-04-29
2237,2022-03-02,Orange,92,2022-05-04
2844,2022-01-10,Apple,67,2022-04-17
9444,2022-11-12,Grapes,86,2023-01-12
6277,2022-07-04,Apple,95,2022-09-20
8805,2022-07-07,Banana,93,2022-10-15
8801,2022-07-12,Banana,61,2022-09-06
9638,2022-01-09,Apple,63,2022-04-09
4767,2022-06-05,Apple,73,2022-07-26
3878,2022-07-02,Banana,68,2022-09-02
3251,2022-09-08,Banana,74,2022-11-08
9398,2022-03-11,Orange,89,2022-05-01
2005,2022-09-20,Banana,80,2022-12-13
9655,2022-04-08,Banana,51,2022-07-07
3376,2022-12-09,Banana,58,2023-03-01
9087,2022-09-24,Grapes,67,2022-11-29
6744,2022-09-18,Grapes,77,2022-12-07
4169,2022-09-28,Grapes,51,2022-11-30
1404,2022-10-10,Banana,88,2023-01-14
6527,2022-07-10,Banana,87,2022-09-04
2824,2022-11-18,Grapes,66,2023-02-13
6809,2022-08-07,Grapes,99,2022-11-13
4742,2022-05-12,Grapes,73,2022-07-29
4444,2022-11-19,Orange,68,2023-02-27
6821,2022-01-16,Apple,71,2022-04-11
9946,2022-12-28,Orange,74,2023-03-07
2394,2022-12-01,Orange,52,2023-02-04
1040,2022-08-06,Apple,99,2022-10-01
3507,2022-04-16,Grapes,78,2022-06-28
1811,2022-02-03,Orange,77,2022-04-30
6449,2022-12-05,Banana,87,2023-01-29
2230,2022-01-22,Grapes,62,2022-04-03
6910,2022-10-10,Apple,95,2022-12-11
9582,2022-07-26,Apple,53,2022-09-17
2158,2022-12-21,Orange,75,2023-03-27
2672,2022-08-11,Grapes,76,2022-11-11
6598,2022-12-21,Orange,60,2023-03-01
7081,2022-02-14,Banana,95,2022-05-25
4156,2022-02-28,Orange,65,2022-05-01
5788,2022-09-24,Orange,86,2023-01-02
3710,2022-10-09,Apple,92,2023-01-17
6800,2022-06-24,Grapes,73,2022-08-30
8427,2022-05-10,Orange,73,2022-07-02
9598,2022-03-22,Banana,67,2022-05-22
8391,2022-03-15,Grapes,60,2022-06-10
6868,2022-11-08,Orange,96,2023-01-03
8018,2022-11-01,Banana,58,2023-01-06
8744,2022-03-25,Orange,92,2022-06-15
2010,2022-05-05,Orange,67,2022-07-07
1717,2022-05-09,Apple,84,2022-07-10
2920,2022-02-27,Banana,69,2022-05-17
5221,2022-12-25,Orange,65,2023-03-06
2279,2022-02-11,Apple,64,2022-04-23
5554,2022-05-05,Banana,88,2022-08-13
6743,2022-03-05,Apple,59,2022-06-06
7850,2022-06-25,Grapes,75,2022-09-25
6694,2022-10-27,Orange,63,2022-12-30
4623,2022-09-09,Banana,53,2022-11-23
3262,2022-04-25,Banana,58,2022-06-22
7519,2022-09-23,Grapes,83,2022-12-02
9128,2022-10-25,Apple,61,2023-01-28
4969,2022-08-11,Orange,65,2022-10-06
3609,2022-11-02,Apple,76,2023-01-22
5596,2022-10-21,Grapes,71,2023-01-13
2468,2022-12-16,Banana,66,2023-03-04
2059,2022-05-27,Grapes,99,2022-08-13
5457,2022-07-01,Grapes,63,2022-09-21
2785,2022-05-12,Banana,52,2022-07-11
3268,2022-11-18,Apple,83,2023-02-01
7237,2022-06-20,Banana,69,2022-09-27
6139,2022-05-06,Banana,78,2022-06-30
2544,2022-03-06,Grapes,98,2022-04-25
3008,2022-11-14,Orange,65,2023-01-08
8476,2022-02-01,Grapes,99,2022-04-05
7536,2022-08-19,Apple,51,2022-10-28
8361,2022-09-09,Apple,94,2022-11-25
1471,2022-05-04,Banana,65,2022-08-12
8679,2022-04-28,Apple,53,2022-08-01
9972,2022-07-10,Orange,80,2022-09-28
9856,2022-12-06,Banana,86,2023-02-05
5751,2022-02-12,Banana,67,2022-05-20
3548,2022-11-18,Banana,100,2023-02-17
9483,2022-03-11,Apple,63,2022-04-30
6010,2022-04-15,Apple,62,2022-07-07
7275,2022-03-09,Orange,80,2022-05-04
9311,2022-11-21,Banana,76,2023-02-02
3884,2022-04-15,Grapes,92,2022-07-13
8191,2022-07-08,Apple,91,2022-10-09
1149,2022-06-04,Orange,57,2022-08-24
7596,2022-04-21,Apple,95,2022-06-18
4512,2022-03-20,Orange,79,2022-06-18
9415,2022-12-21,Banana,67,2023-02-24
2240,2022-02-07,Apple,54,2022-04-15
5889,2022-05-14,Apple,79,2022-07-15
6150,2022-09-07,Apple,73,2022-11-04
6750,2022-06-13,Banana,81,2022-08-29
3757,2022-03-26,Grapes,95,2022-07-01
9046,2022-10-13,Grapes,89,2023-01-19
2479,2022-12-13,Banana,54,2023-02-04
9254,2022-08-25,Grapes,90,2022-10-17
6732,2022-06-01,Banana,80,2022-08-10
5403,2022-05-08,Apple,98,2022-08-06
3438,2022-05-25,Orange,92,2022-07-24
3223,2022-06-20,Apple,75,2022-08-27
8614,2022-09-11,Banana,65,2022-11-12
1242,2022-09-07,Grapes,89,2022-10-30
8759,2022-07-12,Orange,56,2022-09-06
3964,2022-11-23,Banana,76,2023-01-12
6265,2022-03-19,Grapes,59,2022-05-24
3571,2022-05-06,Apple,100,2022-08-03
7727,2022-06-11,Apple,68,2022-09-11
9996,2022-08-26,Orange,56,2022-12-02
7487,2022-07-11,Grapes,58,2022-09-04
9461,2022-05-20,Apple,61,2022-07-24
9021,2022-05-09,Orange,58,2022-08-03
4230,2022-05-04,Apple,66,2022-08-10
3479,2022-09-11,Banana,57,2022-10-31
1033,2022-07-23,Orange,100,2022-10-07
9839,2022-04-07,Grapes,53,2022-06-28
9083,2022-02-28,Grapes,76,2022-04-26
9199,2022-03-05,Orange,93,2022-05-19
2684,2022-12-15,Apple,74,2023-02-13
5538,2022-05-03,Banana,94,2022-06-23
5786,2022-05-04,Grapes,84,2022-07-04
5912,2022-05-20,Apple,96,2022-08-02
3187,2022-02-01,Apple,80,2022-04-19
9174,2022-10-01,Apple,60,2022-12-21
7264,2022-08-26,Banana,73,2022-11-30
9138,2022-05-28,Orange,84,2022-08-17
2611,2022-10-09,Grapes,50,2022-12-13
6039,2022-11-21,Apple,51,2023-02-18
7200,2022-04-05,Banana,99,2022-06-03
9307,2022-06-14,Apple,95,2022-09-01
5814,2022-07-09,Grapes,93,2022-09-21
9730,2022-09-19,Banana,51,2022-11-26
9831,2022-08-02,Grapes,66,2022-09-24
1585,2022-07-22,Orange,54,2022-10-16
8168,2022-10-02,Apple,98,2022-11-25
5209,2022-11-24,Banana,90,2023-01-18
7119,2022-08-19,Orange,75,2022-11-12
6874,2022-11-17,Apple,72,2023-01-16
6712,2022-08-04,Banana,51,2022-10-30
2257,2022-05-28,Orange,81,2022-07-23
6913,2022-03-01,Apple,86,2022-06-07
5672,2022-07-01,Orange,68,2022-08-31
7752,2022-03-14,Apple,65,2022-05-22
7239,2022-04-10,Apple,72,2022-06-17
1944,2022-04-22,Orange,94,2022-07-09
5745,2022-05-06,Banana,97,2022-07-11
4265,2022-04-21,Banana,66,2022-06-14
5533,2022-10-01,Banana,50,2022-12-26
3733,2022-01-03,Orange,55,2022-03-08
4718,2022-06-10,Orange,93,2022-08-20
9020,2022-04-06,Grapes,99,2022-06-23
9150,2022-02-05,Banana,92,2022-04-02
1886,2022-07-09,Banana,55,2022-10-02
3640,2022-03-27,Apple,51,2022-06-12
8556,2022-06-13,Orange,64,2022-08-29
3114,2022-11-10,Grapes,58,2023-01-14
3391,2022-01-23,Orange,95,2022-03-29
1039,2022-08-14,Grapes,94,2022-10-03
4988,2022-03-14,Banana,70,2022-06-18
3638,2022-07-18,Orange,97,2022-09-15
5795,2022-08-21,Orange,74,2022-11-24
1114,2022-02-20,Grapes,58,2022-04-20
2104,2022-10-05,Apple,68,2022-12-04
9955,2022-05-22,Banana,57,2022-07-14
6099,2022-09-05,Orange,50,2022-11-24
4487,2022-09-08,Apple,82,2022-11-05
9675,2022-08-06,Orange,64,2022-10-16
4620,2022-08-07,Grapes,83,2022-10-02
7417,2022-05-09,Orange,64,2022-08-01
7623,2022-05-03,Grapes,85,2022-07-27
9523,2022-01-03,Orange,84,2022-03-07
3679,2022-10-04,Orange,71,2023-01-12
7833,2022-06-03,Banana,50,2022-08-24
6894,2022-04-08,Orange,83,2022-06-03
6400,2022-08-28,Orange,65,2022-10-29
9198,2022-05-03,Apple,86,2022-08-07
2656,2022-07-10,Grapes,85,2022-09-12
4318,2022-08-18,Banana,84,2022-10-21
8922,2022-06-04,Orange,76,2022-08-23
1691,2022-11-28,Orange,60,2023-03-06
7543,2022-05-02,Apple,79,2022-07-12
5923,2022-06-20,Grapes,85,2022-09-01
2057,2022-02-12,Apple,60,2022-05-11
3854,2022-07-08,Orange,65,2022-09-27
1450,2022-01-05,Orange,90,2022-04-15
3021,2022-08-25,Apple,100,2022-10-21
8836,2022-05-11,Banana,55,2022-07-16
7479,2022-11-14,Banana,83,2023-01-09
8236,2022-07-22,Banana,84,2022-09-30
8697,2022-04-07,Apple,57,2022-05-29
6546,2022-06-16,Orange,67,2022-08-10
6820,2022-01-27,Grapes,88,2022-05-07
9672,2022-04-01,Banana,97,2022-06-15
9920,2022-04-06,Banana,53,2022-06-28
9787,2022-12-05,Banana,83,2023-02-17
1391,2022-09-06,Orange,87,2022-12-15
2690,2022-08-14,Banana,66,2022-11-08
4361,2022-04-24,Orange,97,2022-06-16
2262,2022-06-10,Grapes,86,2022-08-27
5685,2022-11-04,Banana,54,2023-01-02
4292,2022-05-20,Grapes,92,2022-07-22
7176,2022-10-20,Apple,66,2022-12-09
5464,2022-04-18,Apple,66,2022-07-10
2626,2022-11-06,Apple,95,2023-02-13
2979,2022-08-24,Orange,64,2022-11-28
7661,2022-09-28,Apple,96,2022-11-26
3139,2022-10-27,Grapes,53,2022-12-28
7108,2022-07-19,Orange,80,2022-10-23
5453,2022-08-10,Apple,51,2022-10-25
9137,2022-02-19,Banana,86,2022-05-25
4884,2022-09-24,Orange,53,2023-01-01
3792,2022-12-27,Banana,52,2023-03-15
3118,2022-02-19,Orange,51,2022-04-20
6975,2022-06-15,Banana,83,2022-08-27
9559,2022-07-26,Grapes,57,2022-10-07
7753,2022-11-06,Orange,70,2022-12-27
8855,2022-10-12,Banana,79,2022-12-02
8376,2022-09-08,Apple,82,2022-11-27
3364,2022-10-21,Grapes,91,2023-01-21
9791,2022-12-14,Grapes,53,2023-03-09
8498,2022-02-24,Apple,92,2022-05-17
2183,2022-02-16,Orange,68,2022-05-13
9489,2022-08-14,Grapes,68,2022-10-25
8065,2022-05-04,Grapes,66,2022-06-27
6169,2022-05-25,Grapes,100,2022-07-29
7225,2022-11-08,Apple,52,2023-02-07
1495,2022-07-14,Apple,93,2022-10-22
2277,2022-11-23,Orange,83,2023-02-23
5852,2022-02-03,Banana,76,2022-04-09
3401,2022-08-26,Banana,81,2022-11-18
4839,2022-04-20,Grapes,80,2022-06-13
3512,2022-03-10,Banana,97,2022-05-07
4908,2022-02-06,Apple,75,2022-04-12
4134,2022-04-08,Grapes,56,2022-07-08
9764,2022-04-01,Banana,52,2022-06-06
2303,2022-04-24,Apple,71,2022-07-28
2346,2022-04-27,Apple,55,2022-07-07
4388,2022-10-02,Banana,65,2022-12-08
4759,2022-01-05,Orange,72,2022-04-03
2697,2022-03-16,Apple,95,2022-06-21
4306,2022-05-15,Grapes,77,2022-08-06
2972,2022-01-05,Grapes,72,2022-03-27
2171,2022-10-25,Apple,84,2023-01-21
7789,2022-11-04,Banana,68,2023-01-31
5912,2022-04-12,Orange,91,2022-06-25
5285,2022-01-12,Grapes,60,2022-03-28
4429,2022-05-07,Banana,85,2022-06-28
9972,2022-08-04,Grapes,60,2022-10-05
7150,2022-05-21,Grapes,89,2022-07-11
8172,2022-03-15,Grapes,68,2022-05-13
3511,2022-01-25,Apple,51,2022-05-01
9197,2022-03-07,Apple,52,2022-06-06
9262,2022-02-20,Orange,89,2022-05-20
7172,2022-09-19,Orange,85,2022-11-13
3325,2022-11-21,Apple,99,2023-02-23
3541,2022-08-13,Grapes,83,2022-10-03
2851,2022-09-28,Orange,65,2022-12-30
2619,2022-07-24,Orange,94,2022-09-15
5569,2022-02-15,Orange,95,2022-04-11
2241,2022-09-01,Apple,78,2022-12-05
3662,2022-02-07,Apple,53,2022-04-19
7694,2022-11-21,Banana,58,2023-02-12
3337,2022-01-17,Grapes,91,2022-04-19
2461,2022-02-14,Banana,78,2022-05-07
7776,2022-08-04,Grapes,57,2022-10-29
1637,2022-01-23,Orange,53,2022-04-12
8561,2022-11-20,Orange,92,2023-02-23
7103,2022-03-06,Apple,96,2022-06-07
4948,2022-05-25,Orange,63,2022-08-09
5321,2022-09-14,Banana,97,2022-11-05
2917,2022-11-14,Orange,54,2023-01-31
4205,2022-11-21,Orange,83,2023-01-15
1737,2022-11-14,Orange,80,2023-01-08
2771,2022-08-01,Orange,60,2022-10-08
3841,2022-04-28,Grapes,66,2022-07-05
8720,2022-01-02,Grapes,72,2022-04-07
3382,2022-04-09,Grapes,55,2022-06-18
6921,2022-07-20,Banana,86,2022-09-18
6001,2022-09-15,Grapes,57,2022-11-29
2964,2022-06-23,Grapes,61,2022-09-07
9328,2022-02-20,Banana,97,2022-05-28
7986,2022-09-28,Grapes,89,2023-01-04
9151,2022-11-09,Orange,99,2023-01-29
6655,2022-09-14,Apple,59,2022-11-22
5790,2022-01-10,Apple,53,2022-04-17
7092,2022-10-05,Apple,69,2022-11-28
7228,2022-01-22,Apple,95,2022-04-13
4129,2022-07-26,Grapes,84,2022-09-29
8505,2022-07-27,Banana,55,2022-10-16
4755,2022-07-10,Orange,87,2022-09-14
6701,2022-10-13,Banana,95,2022-12-10
4574,2022-05-21,Grapes,54,2022-07-24
1152,2022-09-18,Banana,89,2022-12-22
1994,2022-06-13,Orange,65,2022-09-12
8798,2022-01-02,Banana,51,2022-03-22
5643,2022-12-18,Apple,63,2023-03-16
6075,2022-04-16,Orange,100,2022-07-20
8715,2022-02-17,Banana,74,2022-04-26
7076,2022-02-19,Grapes,71,2022-05-15
9134,2022-10-12,Apple,67,2023-01-15
2424,2022-12-12,Banana,97,2023-02-11
2040,2022-06-20,Banana,96,2022-08-17
4431,2022-09-23,Orange,53,2022-12-24
9891,2022-11-12,Grapes,57,2023-01-09
5303,2022-04-23,Banana,77,2022-07-09
2273,2022-05-17,Grapes,51,2022-07-20
2113,2022-07-14,Apple,54,2022-09-17
7601,2022-04-21,Orange,70,2022-06-14
4152,2022-12-16,Apple,90,2023-02-18
9972,2022-10-19,Banana,76,2023-01-09
5345,2022-04-22,Orange,76,2022-07-17
5726,2022-01-17,Banana,66,2022-03-19
3577,2022-07-05,Orange,56,2022-09-06
3203,2022-10-22,Grapes,60,2023-01-25
7653,2022-11-09,Banana,54,2023-01-13
1947,2022-02-25,Orange,86,2022-06-05
6145,2022-07-12,Banana,77,2022-10-18
8615,2022-06-16,Apple,99,2022-09-04
3201,2022-05-26,Grapes,60,2022-08-21
4848,2022-10-01,Apple,86,2022-11-20
9642,2022-02-21,Grapes,85,2022-05-26
7421,2022-09-22,Banana,95,2022-12-11
9691,2022-11-24,Orange,51,2023-02-08
6292,2022-04-05,Grapes,79,2022-06-20
7339,2022-04-25,Apple,56,2022-06-24
5979,2022-04-18,Orange,74,2022-07-26
6592,2022-09-19,Banana,55,2022-11-10
2578,2022-08-15,Orange,66,2022-10-12
6558,2022-08-15,Apple,100,2022-11-11
1400,2022-07-10,Orange,89,2022-09-27
6583,2022-09-27,Grapes,90,2022-12-03
1779,2022-07-06,Orange,76,2022-09-16
9088,2022-09-17,Apple,73,2022-12-12
2640,2022-10-25,Banana,63,2023-01-07
7987,2022-07-04,Grapes,88,2022-09-08
6754,2022-01-19,Grapes,54,2022-03-20
8916,2022-08-28,Grapes,87,2022-11-30
7988,2022-11-25,Apple,52,2023-01-20
1820,2022-04-06,Apple,79,2022-07-07
7889,2022-09-08,Banana,55,2022-12-16
6287,2022-01-25,Apple,95,2022-04-24
8090,2022-02-18,Apple,87,2022-05-08
6972,2022-05-16,Banana,77,2022-07-19
7056,2022-03-05,Apple,78,2022-04-25
6015,2022-11-12,Orange,68,2023-01-18
4909,2022-04-19,Banana,56,2022-07-04
