PO Number,PO Date,Product,Quantity,Due Date
5142,2022-01-25,Banana,10,2022-05-04
2347,2022-01-06,Apple,3,2022-04-13
3410,2022-02-13,Orange,4,2022-05-15
7626,2022-02-24,Banana,7,2022-06-02
8971,2022-11-03,Orange,5,2023-02-10
8292,2022-06-02,Orange,10,2022-08-24
1453,2022-05-27,Banana,7,2022-07-20
1867,2022-04-17,Banana,3,2022-07-11
9995,2022-03-02,Banana,2,2022-05-29
9652,2022-10-07,Orange,1,2022-12-02
3833,2022-12-09,Orange,2,2023-02-03
7404,2022-03-19,Apple,10,2022-06-03
6828,2022-04-19,Apple,5,2022-07-20
7746,2022-05-25,Apple,9,2022-07-25
8275,2022-06-28,Orange,2,2022-09-05
7736,2022-01-14,Banana,8,2022-03-30
4148,2022-01-26,Apple,1,2022-04-07
7330,2022-09-28,Apple,7,2023-01-03
6089,2022-02-16,Banana,3,2022-05-16
4417,2022-08-08,Banana,4,2022-10-16
7139,2022-05-24,Banana,7,2022-08-10
3403,2022-01-12,Orange,9,2022-04-10
8479,2022-10-13,Banana,6,2022-12-11
5364,2022-11-28,Apple,9,2023-03-01
6965,2022-06-16,Apple,10,2022-08-19
8311,2022-05-21,Apple,4,2022-07-29
3885,2022-11-12,Banana,1,2023-01-18
5433,2022-02-07,Apple,2,2022-05-03
7433,2022-01-16,Banana,2,2022-04-05
1386,2022-10-07,Banana,9,2022-12-07
9648,2022-04-28,Orange,3,2022-06-22
7894,2022-09-22,Banana,5,2022-11-23
2534,2022-04-16,Orange,8,2022-06-17
7245,2022-05-15,Orange,6,2022-07-28
8292,2022-08-17,Apple,5,2022-10-21
8566,2022-05-28,Apple,4,2022-07-31
1325,2022-08-02,Apple,8,2022-10-04
8844,2022-10-20,Orange,8,2022-12-21
1525,2022-08-23,Apple,2,2022-11-24
4816,2022-05-08,Orange,7,2022-07-31
5507,2022-03-11,Orange,9,2022-06-11
5207,2022-07-17,Orange,8,2022-10-06
3075,2022-03-26,Apple,3,2022-05-21
7448,2022-05-21,Banana,9,2022-08-29
4476,2022-09-16,Banana,9,2022-11-22
9074,2022-07-01,Banana,7,2022-09-12
1594,2022-07-08,Apple,4,2022-09-24
6416,2022-06-21,Orange,7,2022-09-19
5552,2022-07-27,Orange,8,2022-10-30
1857,2022-03-28,Banana,10,2022-06-05
4504,2022-03-24,Orange,10,2022-06-26
6703,2022-01-07,Apple,7,2022-03-05
7596,2022-01-14,Apple,5,2022-04-17
5263,2022-03-07,Orange,9,2022-05-12
8970,2022-09-13,Orange,9,2022-12-07
6014,2022-09-21,Banana,1,2022-12-29
8048,2022-03-09,Apple,5,2022-05-03
3493,2022-07-09,Apple,2,2022-09-17
5865,2022-11-20,Orange,7,2023-02-09
2785,2022-12-22,Apple,3,2023-02-23
8227,2022-01-13,Apple,5,2022-03-25
6605,2022-12-17,Orange,7,2023-02-19
8935,2022-11-14,Orange,2,2023-01-14
4274,2022-04-08,Orange,4,2022-06-19
3775,2022-12-13,Orange,7,2023-02-19
8403,2022-08-23,Orange,4,2022-11-25
2617,2022-12-16,Orange,2,2023-02-20
9290,2022-07-09,Apple,3,2022-09-08
5872,2022-07-23,Apple,5,2022-09-25
7400,2022-12-01,Orange,7,2023-03-03
7469,2022-08-14,Banana,6,2022-10-18
7038,2022-10-24,Orange,2,2022-12-13
9170,2022-03-23,Apple,8,2022-07-01
2519,2022-05-24,Apple,5,2022-07-13
5954,2022-08-22,Orange,3,2022-10-18
9880,2022-09-19,Banana,9,2022-12-08
4542,2022-12-27,Apple,8,2023-04-02
9084,2022-10-21,Banana,8,2023-01-09
1819,2022-09-10,Apple,9,2022-12-06
4238,2022-10-02,Apple,1,2022-11-30
6575,2022-04-27,Orange,9,2022-07-14
5255,2022-03-10,Banana,10,2022-06-07
7877,2022-02-08,Banana,9,2022-05-04
5786,2022-08-24,Apple,4,2022-11-08
9431,2022-06-05,Orange,7,2022-09-05
7756,2022-06-24,Banana,3,2022-09-26
8892,2022-12-02,Apple,2,2023-03-11
8796,2022-08-08,Apple,6,2022-11-14
4740,2022-03-27,Orange,9,2022-07-05
2502,2022-03-05,Apple,3,2022-05-21
8002,2022-10-18,Apple,1,2023-01-24
7789,2022-08-03,Apple,5,2022-11-06
4249,2022-01-20,Apple,3,2022-03-26
4769,2022-04-16,Banana,4,2022-07-05
5366,2022-06-18,Apple,2,2022-09-21
1442,2022-11-03,Orange,5,2023-02-03
6279,2022-01-10,Orange,3,2022-03-20
5987,2022-02-14,Apple,4,2022-04-06
4521,2022-01-03,Banana,4,2022-04-08
5782,2022-11-06,Apple,8,2023-02-04
1568,2022-11-04,Banana,10,2023-01-07
4162,2022-10-19,Orange,6,2023-01-13
5179,2022-11-14,Banana,9,2023-02-14
4498,2022-09-14,Banana,7,2022-12-08
8448,2022-09-16,Banana,1,2022-12-22
2353,2022-05-27,Banana,7,2022-08-17
1075,2022-09-22,Apple,2,2022-11-29
5308,2022-05-12,Orange,9,2022-07-27
6242,2022-07-25,Banana,1,2022-10-23
5631,2022-04-21,Banana,5,2022-06-25
1970,2022-04-01,Apple,3,2022-06-03
5332,2022-06-13,Orange,2,2022-08-29
7577,2022-04-23,Apple,7,2022-07-30
8803,2022-10-01,Orange,3,2022-12-19
1761,2022-06-02,Banana,5,2022-08-19
4014,2022-04-24,Apple,4,2022-07-20
5782,2022-03-17,Banana,6,2022-05-11
3780,2022-10-03,Orange,2,2023-01-01
5902,2022-10-08,Orange,7,2022-12-03
1763,2022-04-02,Apple,1,2022-06-20
5743,2022-09-22,Apple,1,2022-12-18
7086,2022-09-25,Orange,3,2022-12-23
6852,2022-02-13,Orange,1,2022-04-13
2489,2022-06-09,Orange,2,2022-08-14
5891,2022-07-08,Banana,1,2022-09-15
6406,2022-08-27,Apple,3,2022-12-01
8855,2022-01-18,Orange,2,2022-03-19
6540,2022-03-01,Apple,2,2022-05-22
7585,2022-07-22,Apple,1,2022-09-16
8820,2022-06-20,Apple,1,2022-08-12
7460,2022-01-12,Orange,2,2022-03-12
5453,2022-03-07,Apple,8,2022-06-09
3519,2022-01-21,Banana,7,2022-03-29
5677,2022-01-15,Banana,10,2022-04-13
4786,2022-05-08,Banana,4,2022-07-17
8362,2022-10-18,Banana,10,2022-12-19
8676,2022-02-23,Apple,3,2022-05-28
3059,2022-09-24,Orange,7,2022-12-22
3524,2022-09-03,Banana,7,2022-12-10
9399,2022-06-16,Apple,9,2022-08-28
8743,2022-04-03,Apple,9,2022-05-31
9279,2022-08-01,Apple,4,2022-10-14
7831,2022-10-13,Orange,7,2023-01-10
1749,2022-05-28,Apple,1,2022-08-21
8695,2022-02-17,Orange,1,2022-04-11
8013,2022-05-10,Orange,2,2022-07-12
7432,2022-07-05,Orange,7,2022-09-14
9013,2022-10-10,Apple,5,2022-12-06
5467,2022-11-26,Apple,6,2023-01-28
6378,2022-01-10,Apple,3,2022-03-25
2711,2022-09-15,Banana,2,2022-11-25
9040,2022-01-27,Orange,6,2022-04-07
7934,2022-03-05,Orange,3,2022-06-08
1937,2022-11-28,Apple,10,2023-02-05
4023,2022-12-21,Apple,4,2023-03-08
1038,2022-01-07,Banana,1,2022-04-06
4215,2022-03-15,Orange,2,2022-05-09
7555,2022-10-04,Banana,8,2022-11-28
5238,2022-08-18,Orange,10,2022-11-04
8482,2022-04-22,Apple,1,2022-07-22
3345,2022-04-15,Orange,9,2022-06-12
6152,2022-09-20,Orange,1,2022-12-25
3456,2022-04-08,Apple,5,2022-06-18
3194,2022-06-01,Banana,1,2022-07-25
8723,2022-08-27,Orange,9,2022-10-25
3380,2022-04-19,Banana,10,2022-07-26
8393,2022-10-10,Apple,8,2022-12-06
5164,2022-06-07,Apple,10,2022-09-12
6735,2022-10-24,Apple,4,2022-12-20
2173,2022-06-18,Apple,7,2022-09-15
3659,2022-11-23,Orange,7,2023-02-16
5359,2022-06-12,Banana,2,2022-09-15
1962,2022-04-27,Apple,1,2022-07-13
7978,2022-03-23,Banana,10,2022-07-01
4447,2022-08-25,Orange,10,2022-11-18
6817,2022-01-18,Banana,8,2022-04-03
4889,2022-10-22,Apple,8,2022-12-31
1090,2022-11-11,Orange,9,2023-02-15
1504,2022-02-06,Banana,1,2022-04-05
4715,2022-07-28,Apple,8,2022-10-01
4669,2022-12-21,Orange,7,2023-03-05
8142,2022-02-04,Apple,9,2022-04-21
1962,2022-11-13,Apple,3,2023-02-15
5553,2022-10-13,Apple,3,2022-12-27
3096,2022-05-15,Orange,6,2022-08-07
1619,2022-03-01,Banana,6,2022-06-07
2168,2022-10-17,Apple,4,2022-12-27
1022,2022-05-14,Banana,1,2022-07-24
9789,2022-09-21,Apple,1,2022-12-27
8933,2022-11-24,Banana,4,2023-02-18
1938,2022-12-21,Orange,3,2023-03-10
7785,2022-07-26,Apple,7,2022-09-24
6621,2022-03-02,Banana,5,2022-05-11
7455,2022-09-25,Orange,10,2022-12-17
7135,2022-03-22,Banana,4,2022-06-30
5012,2022-05-21,Apple,5,2022-08-29
4183,2022-02-28,Banana,4,2022-05-22
7142,2022-12-20,Banana,4,2023-03-18
8443,2022-12-11,Apple,10,2023-02-13
1038,2022-04-25,Orange,2,2022-06-15
5263,2022-10-16,Apple,8,2023-01-01
8816,2022-03-18,Orange,7,2022-06-13
2317,2022-11-27,Apple,8,2023-01-26
5584,2022-04-18,Orange,5,2022-06-17
4853,2022-10-03,Orange,1,2022-11-25
4239,2022-01-18,Banana,8,2022-04-28
5842,2022-08-22,Apple,1,2022-10-25
9283,2022-06-10,Banana,10,2022-08-19
4530,2022-06-09,Banana,9,2022-08-08
6290,2022-11-12,Banana,1,2023-02-07
6299,2022-06-03,Banana,9,2022-09-06
9538,2022-09-06,Orange,5,2022-11-24
9568,2022-04-18,Banana,10,2022-07-09
6881,2022-10-25,Banana,9,2022-12-14
9165,2022-12-27,Orange,8,2023-02-23
2778,2022-11-12,Banana,8,2023-01-27
5315,2022-01-15,Banana,2,2022-04-21
5187,2022-08-13,Apple,9,2022-11-19
2293,2022-10-13,Orange,8,2022-12-08
3551,2022-06-02,Apple,1,2022-09-04
8813,2022-02-01,Apple,8,2022-05-03
9723,2022-05-04,Banana,5,2022-08-04
1041,2022-11-17,Banana,1,2023-01-09
9622,2022-10-07,Apple,7,2022-12-16
8651,2022-06-18,Apple,10,2022-09-25
5398,2022-04-13,Orange,2,2022-07-17
4940,2022-08-23,Orange,3,2022-11-08
5843,2022-09-27,Banana,2,2022-12-22
5905,2022-04-06,Banana,6,2022-06-06
8536,2022-05-04,Apple,7,2022-07-26
6081,2022-08-22,Apple,6,2022-11-25
1801,2022-11-04,Banana,1,2023-01-18
1549,2022-01-20,Apple,3,2022-03-15
7389,2022-02-05,Banana,4,2022-04-20
4386,2022-06-21,Orange,4,2022-09-17
4287,2022-05-09,Banana,7,2022-07-17
1006,2022-03-09,Banana,8,2022-05-13
7130,2022-09-11,Banana,8,2022-12-06
4113,2022-06-21,Apple,7,2022-08-26
6790,2022-12-09,Banana,9,2023-02-21
1935,2022-04-13,Apple,4,2022-07-02
3303,2022-10-03,Apple,5,2022-11-23
6472,2022-02-25,Orange,4,2022-05-17
3250,2022-07-23,Banana,3,2022-10-28
3892,2022-07-12,Apple,5,2022-10-09
9457,2022-08-18,Banana,4,2022-10-09
8713,2022-02-17,Apple,3,2022-04-14
4508,2022-11-03,Banana,3,2023-01-14
9769,2022-11-07,Orange,5,2023-02-10
5865,2022-08-03,Banana,6,2022-10-14
7583,2022-07-10,Orange,7,2022-10-12
8796,2022-04-23,Orange,8,2022-07-04
3827,2022-11-19,Banana,2,2023-01-29
9499,2022-12-12,Banana,10,2023-03-02
4754,2022-10-09,Orange,6,2022-12-22
8582,2022-12-21,Orange,1,2023-03-16
4300,2022-10-08,Apple,6,2022-12-11
5584,2022-01-19,Banana,7,2022-04-21
8587,2022-04-01,Banana,9,2022-07-10
6258,2022-08-12,Orange,7,2022-10-02
7504,2022-07-05,Orange,6,2022-10-03
6385,2022-07-19,Apple,3,2022-09-19
3702,2022-07-08,Orange,9,2022-10-07
6457,2022-08-11,Orange,6,2022-10-16
7200,2022-10-05,Banana,4,2022-11-26
6841,2022-02-20,Orange,5,2022-04-13
8641,2022-12-13,Banana,6,2023-03-04
8691,2022-02-19,Banana,7,2022-05-03
9693,2022-06-03,Orange,1,2022-07-28
4876,2022-10-25,Apple,6,2023-02-01
8375,2022-01-12,Banana,3,2022-04-12
8563,2022-10-16,Apple,6,2022-12-18
1129,2022-06-09,Orange,10,2022-08-09
4218,2022-12-25,Orange,6,2023-03-07
6174,2022-12-16,Orange,1,2023-02-23
8871,2022-06-04,Apple,6,2022-09-06
3512,2022-03-01,Banana,7,2022-05-09
9470,2022-02-14,Apple,10,2022-04-20
7282,2022-08-09,Banana,1,2022-10-14
2816,2022-03-04,Apple,2,2022-05-02
4637,2022-08-21,Orange,4,2022-10-26
2452,2022-08-23,Orange,4,2022-10-31
5767,2022-02-12,Apple,7,2022-04-29
7585,2022-08-22,Orange,8,2022-10-20
1544,2022-02-25,Banana,4,2022-04-21
7631,2022-11-09,Banana,3,2023-01-22
5053,2022-01-18,Apple,7,2022-03-14
9366,2022-01-22,Apple,8,2022-04-26
8782,2022-08-21,Apple,8,2022-11-16
4757,2022-03-24,Orange,3,2022-05-23
6302,2022-08-13,Apple,5,2022-10-12
9739,2022-09-22,Banana,7,2022-12-18
5310,2022-07-13,Apple,1,2022-10-07
3069,2022-04-26,Orange,3,2022-07-18
9996,2022-07-22,Banana,4,2022-10-01
5490,2022-09-03,Apple,7,2022-12-02
6880,2022-05-05,Banana,2,2022-08-03
1509,2022-07-24,Orange,9,2022-10-23
2188,2022-05-01,Orange,3,2022-07-15
9031,2022-03-14,Banana,9,2022-05-20
1900,2022-07-04,Orange,9,2022-08-25
3005,2022-03-03,Orange,5,2022-05-31
7776,2022-04-17,Banana,8,2022-06-09
9352,2022-12-11,Apple,3,2023-02-08
1046,2022-11-02,Banana,6,2023-01-06
7636,2022-02-20,Apple,7,2022-04-22
3953,2022-02-07,Orange,3,2022-04-01
1964,2022-10-10,Apple,8,2023-01-18
8081,2022-11-01,Apple,7,2022-12-23
8983,2022-05-08,Apple,3,2022-08-01
3598,2022-11-23,Banana,7,2023-02-06
9558,2022-09-22,Apple,8,2022-11-26
3225,2022-04-17,Banana,9,2022-06-12
1814,2022-09-16,Banana,3,2022-11-17
7770,2022-08-25,Orange,4,2022-11-11
7743,2022-07-10,Apple,9,2022-10-07
9778,2022-11-05,Banana,5,2023-01-03
2792,2022-12-02,Banana,7,2023-01-31
1595,2022-05-23,Banana,5,2022-08-05
7310,2022-05-19,Orange,4,2022-07-18
3912,2022-04-24,Orange,7,2022-07-31
5542,2022-08-17,Apple,10,2022-11-12
3413,2022-04-13,Apple,5,2022-07-15
4802,2022-01-15,Orange,3,2022-04-07
1840,2022-05-17,Banana,10,2022-07-13
7567,2022-07-11,Orange,8,2022-10-11
4953,2022-09-20,Orange,7,2022-11-15
4188,2022-05-22,Apple,7,2022-07-17
8811,2022-08-05,Apple,5,2022-10-17
5528,2022-07-05,Orange,2,2022-10-07
8409,2022-07-08,Orange,9,2022-10-09
4833,2022-01-07,Orange,9,2022-04-07
2088,2022-06-11,Apple,2,2022-09-02
3925,2022-05-04,Apple,7,2022-06-25
8927,2022-10-17,Orange,5,2022-12-20
8560,2022-03-05,Orange,4,2022-05-16
5578,2022-05-05,Apple,7,2022-07-30
3208,2022-11-12,Apple,7,2023-01-03
5048,2022-09-10,Banana,5,2022-11-03
8582,2022-03-06,Apple,1,2022-05-17
9047,2022-11-11,Banana,7,2023-01-09
2088,2022-03-04,Banana,6,2022-05-08
9889,2022-12-09,Apple,6,2023-03-12
3045,2022-02-21,Banana,9,2022-04-18
2265,2022-02-06,Apple,10,2022-05-03
4073,2022-06-03,Apple,1,2022-09-04
7658,2022-11-14,Apple,10,2023-01-22
2482,2022-07-14,Banana,1,2022-09-08
5143,2022-06-08,Apple,7,2022-08-16
4221,2022-04-17,Orange,6,2022-07-01
7212,2022-04-19,Banana,10,2022-06-11
1889,2022-05-14,Orange,5,2022-08-20
4548,2022-09-05,Apple,6,2022-12-01
2764,2022-06-07,Banana,1,2022-08-13
2737,2022-03-01,Apple,2,2022-05-27
5467,2022-04-08,Orange,2,2022-06-25
3645,2022-10-06,Orange,7,2023-01-01
1217,2022-01-21,Banana,10,2022-04-15
6524,2022-06-13,Banana,10,2022-08-27
5903,2022-06-03,Banana,7,2022-08-09
5831,2022-04-12,Orange,3,2022-07-13
3296,2022-10-06,Orange,5,2023-01-02
3502,2022-07-09,Banana,4,2022-09-06
3873,2022-11-26,Apple,3,2023-02-08
2466,2022-04-24,Orange,2,2022-07-29
2179,2022-04-28,Apple,8,2022-06-17
5036,2022-11-19,Apple,2,2023-01-26
2189,2022-10-07,Apple,3,2023-01-12
5287,2022-03-15,Orange,1,2022-05-16
1577,2022-03-16,Orange,7,2022-05-15
4911,2022-12-20,Orange,1,2023-03-23
1690,2022-03-11,Apple,10,2022-06-02
9794,2022-07-14,Orange,1,2022-10-04
8502,2022-02-04,Orange,5,2022-04-10
4187,2022-12-07,Orange,6,2023-01-30
6777,2022-07-06,Apple,6,2022-10-06
9330,2022-04-04,Apple,7,2022-06-19
4772,2022-09-27,Orange,1,2022-11-23
1675,2022-04-18,Banana,9,2022-06-07
7553,2022-11-13,Banana,2,2023-01-29
8512,2022-02-23,Apple,9,2022-05-19
1124,2022-04-09,Apple,2,2022-06-07
7476,2022-07-06,Apple,3,2022-10-08
8044,2022-03-15,Orange,9,2022-06-15
8629,2022-10-20,Orange,5,2023-01-21
8544,2022-01-13,Apple,1,2022-03-11
4887,2022-12-26,Apple,3,2023-03-20
7826,2022-08-17,Banana,5,2022-10-27
2661,2022-02-14,Banana,7,2022-04-28
9100,2022-01-20,Banana,4,2022-04-30
7560,2022-11-09,Apple,4,2023-02-04
5698,2022-07-23,Apple,9,2022-09-24
5756,2022-02-28,Banana,6,2022-05-22
4958,2022-01-13,Apple,4,2022-04-04
